Viabilidad,Aportaciones,Duracion,Historia,Tipo,Sueldo,Ahorro,Antiguedad,Porcentaje,EdoCivil,Aval,Residencia,Seguro,Edad,Adeudos,Vivienda,otraPension,tipoAfiliado,Dependientes,Ley,Foraneo
0,1,17,0,1,11440.13,1,0,54,1,1,14,0,51,1,0,1,0,1,0,1
0,2,23,0,1,3308.10,1,0,100,0,1,30,0,64,0,0,0,1,1,0,1
0,1,11,0,2,8929.72,0,0,51,1,0,14,0,54,0,1,0,0,0,1,1
0,0,14,2,0,7572.15,1,1,78,1,0,15,0,65,1,1,1,2,2,0,1
0,0,25,0,2,9415.50,0,0,84,1,1,12,1,57,1,0,1,3,1,0,1
0,0,2,0,0,23101.65,0,0,80,1,1,14,1,52,0,1,1,0,2,1,1
0,1,18,1,1,11218.80,1,0,74,1,1,24,1,54,0,1,1,3,0,0,1
0,0,26,2,1,5289.55,0,1,80,0,0,14,1,64,0,0,0,0,2,1,0
0,2,16,1,2,2911.35,0,0,64,1,1,20,1,51,0,0,1,1,3,1,0
1,1,18,1,2,6000.00,1,1,52,2,1,10,1,50,1,1,1,1,3,1,0
0,1,1,0,1,2643.45,1,1,68,1,1,13,1,59,1,0,0,3,0,1,1
0,0,14,0,1,7882.79,0,0,60,0,0,24,0,49,0,1,0,3,2,1,1
1,0,7,2,2,12258.60,0,1,52,0,0,25,1,57,1,0,0,2,1,1,0
0,1,9,0,1,11733.00,0,0,100,1,1,9,1,53,1,0,1,0,3,0,0
1,2,10,1,0,2643.45,0,1,100,0,1,21,0,62,0,1,0,4,2,0,0
0,2,22,0,1,4324.58,1,1,70,1,0,21,0,57,0,1,1,0,2,0,1
1,1,11,1,2,5620.20,0,0,96,1,1,29,1,56,0,1,0,1,0,1,0
0,2,4,1,1,4569.00,0,1,98,1,0,29,1,69,1,0,1,4,1,1,0
1,1,1,0,0,4680.60,1,0,78,0,1,28,0,58,0,1,0,4,3,0,1
1,1,20,2,0,3885.00,1,0,63,3,1,28,0,61,0,0,1,1,2,0,1
0,1,22,0,0,4086.27,0,0,93,1,1,25,0,53,1,1,0,1,2,1,0
0,2,6,2,1,4059.66,0,0,90,1,0,9,0,49,0,0,1,4,2,1,0
0,0,1,2,0,9662.83,0,1,84,1,1,5,1,62,0,1,1,3,0,1,0
1,2,23,2,1,4105.58,1,0,77,0,0,22,1,54,1,1,0,0,3,1,1
1,0,18,2,1,3308.10,1,1,78,0,0,21,1,68,0,0,1,4,0,0,1
0,0,13,0,0,8929.72,0,0,64,1,0,12,0,52,0,1,0,0,1,1,1
1,0,28,0,0,2401.20,1,1,52,0,1,25,0,57,0,1,1,4,3,0,1
0,0,30,2,2,2401.20,0,1,100,0,1,28,1,49,1,1,1,2,0,0,0
0,1,20,0,2,15548.83,0,1,81,1,0,21,0,68,0,1,0,1,0,1,0
0,1,1,1,0,8123.53,0,1,84,0,0,30,1,56,0,1,1,4,1,0,0
0,2,5,2,1,4059.66,0,1,59,1,0,22,0,69,0,0,1,2,0,1,1
1,1,16,2,0,8929.72,1,1,88,1,1,12,0,65,1,1,0,2,1,1,1
1,1,24,1,0,4780.17,1,1,70,0,0,27,1,64,0,1,1,1,3,0,0
0,1,15,2,0,3987.69,1,0,77,1,0,22,1,55,1,1,1,2,0,1,1
0,2,1,0,2,4324.58,0,1,55,0,0,22,1,50,1,1,0,4,1,0,0
1,0,18,2,0,7029.00,0,0,81,0,1,16,1,54,1,1,0,1,2,1,0
0,2,25,1,2,44235.53,1,1,78,3,0,26,1,58,0,1,0,2,3,0,0
0,0,10,1,0,11410.12,1,0,83,1,0,12,1,59,1,1,0,0,2,0,1
0,0,4,1,2,9576.00,0,1,80,1,1,15,1,59,1,0,1,0,2,1,1
1,2,29,1,2,14910.48,1,1,95,1,0,11,0,53,1,1,0,4,2,1,0
1,2,27,0,1,15646.51,1,1,95,1,0,28,1,68,0,1,0,2,1,0,1
0,2,27,1,1,7882.79,1,0,69,1,1,11,1,63,1,1,1,1,2,1,1
1,2,5,2,1,5301.36,0,0,65,1,0,20,1,64,0,1,0,4,2,0,0
0,0,19,2,1,4023.03,1,0,67,1,0,10,1,59,1,0,0,1,3,0,0
1,0,17,1,1,7342.10,1,1,94,0,0,30,1,54,1,1,1,2,0,0,0
0,2,13,1,0,9999.00,1,1,55,1,1,30,0,62,1,1,0,1,2,1,1
1,1,22,2,0,20490.41,0,0,80,1,1,10,1,62,0,1,0,0,3,1,1
0,2,26,2,2,6625.67,1,0,97,1,0,8,1,55,0,1,0,1,2,0,1
0,1,3,2,0,4780.17,1,1,57,0,1,17,0,51,0,0,0,2,3,0,1
1,1,14,1,2,8192.64,0,0,80,1,1,14,0,55,0,0,0,3,0,1,0
0,0,22,0,0,15287.97,1,0,76,1,0,20,0,56,1,1,0,1,3,1,1
1,0,4,0,1,4780.17,1,0,82,1,0,16,1,64,0,1,0,0,2,1,1
0,0,28,1,1,4066.72,0,1,84,1,1,12,0,67,0,0,1,1,0,1,1
1,0,1,0,0,4086.27,1,1,73,1,0,19,1,56,1,0,0,0,3,0,0
0,0,28,0,2,3619.20,0,1,72,1,0,13,1,56,0,1,1,4,3,1,1
1,0,12,1,2,4066.72,1,0,93,1,1,10,1,49,0,1,1,2,2,1,1
0,2,8,1,2,4086.27,1,1,78,1,1,25,0,58,0,0,1,2,1,0,0
0,1,12,0,0,14473.00,0,1,55,1,1,14,0,67,1,0,0,1,2,0,1
1,1,20,0,1,2401.20,0,1,78,0,1,6,0,60,0,1,0,4,2,0,0
1,2,6,1,0,7572.15,1,1,99,0,1,22,1,60,1,0,0,4,2,1,1
0,1,18,1,0,4023.03,1,1,71,1,1,20,1,68,1,0,0,0,0,0,1
0,0,8,2,1,8192.64,0,1,79,3,1,12,0,52,0,1,0,1,1,1,0
0,0,12,2,1,5955.00,0,0,64,1,0,18,1,65,0,1,1,0,3,1,0
1,1,23,2,1,2430.00,1,1,55,1,0,8,0,62,1,0,0,2,0,0,1
1,1,16,0,2,96198.00,0,0,68,0,0,29,0,58,1,1,1,2,2,1,0
1,0,24,0,1,24871.80,0,0,58,0,0,15,1,50,0,0,0,4,3,0,0
0,0,3,2,0,14548.83,0,0,58,0,0,16,1,62,0,1,0,1,3,1,0
1,2,22,1,2,7572.15,1,1,77,0,1,11,0,54,1,0,0,1,0,0,0
1,1,6,2,1,9043.20,1,1,87,1,1,13,1,51,0,1,1,2,2,0,0
0,2,23,2,2,7572.15,0,1,82,0,1,16,0,58,1,0,0,0,0,1,1
1,2,12,1,1,3885.00,0,0,60,0,0,14,1,52,1,0,1,1,0,0,0
1,1,29,1,1,3885.00,1,1,97,0,1,19,0,60,0,1,1,1,0,1,1
1,1,13,2,2,7170.00,0,1,82,0,1,12,0,65,1,0,0,1,0,0,0
0,2,7,0,1,4626.93,1,1,63,1,1,27,0,57,1,0,0,2,1,1,1
1,1,29,0,1,15816.90,1,1,87,1,1,27,0,64,0,1,0,2,1,0,0
0,0,26,1,2,2484.49,1,1,68,1,1,29,0,60,1,0,1,3,3,0,0
1,0,19,2,1,3245.14,1,1,82,0,0,11,0,57,0,0,1,2,2,1,0
0,0,2,0,2,3773.40,1,1,85,1,1,19,1,68,1,1,0,3,2,0,1
0,0,10,0,2,4585.31,1,0,63,1,0,28,0,51,0,1,0,2,0,0,1
0,0,13,2,0,2761.50,1,0,95,1,0,30,0,54,1,1,1,1,1,0,1
0,2,4,2,0,4206.01,1,0,51,1,1,16,1,67,0,0,0,1,2,1,0
1,2,3,1,1,9662.83,0,0,74,1,1,12,1,49,0,1,0,1,0,0,0
0,1,30,1,0,21218.10,1,1,57,1,1,6,0,67,1,0,0,4,2,1,1
0,0,28,0,1,4746.03,0,0,50,1,1,11,1,53,1,1,0,2,1,0,0
1,0,15,1,0,7882.79,1,0,65,0,1,6,1,62,1,0,0,3,3,0,0
1,1,1,2,2,9662.83,1,0,85,0,0,8,0,58,1,1,0,2,2,0,0
1,2,24,0,2,31986.56,0,0,97,0,0,30,1,52,0,0,0,1,1,0,0
0,2,18,0,0,18146.61,1,0,80,0,1,19,1,67,1,1,1,3,3,1,0
0,2,1,2,1,24174.00,0,1,76,1,1,11,0,53,0,1,0,0,1,0,1
0,0,2,1,0,4746.03,0,1,100,1,0,11,0,59,0,1,1,0,1,1,1
0,2,13,0,0,17769.62,1,1,92,1,1,11,0,60,0,1,1,0,2,0,1
0,1,28,0,1,4086.27,0,1,50,1,1,26,0,56,0,1,1,0,3,1,0
1,1,13,0,0,7572.15,1,0,58,0,0,11,0,53,0,0,1,0,1,0,1
0,2,13,2,2,8700.72,0,0,69,0,0,8,1,64,1,1,1,4,0,1,0
0,2,25,2,0,3245.14,1,1,66,1,1,17,1,58,0,0,1,0,0,0,0
1,1,9,1,1,4540.80,1,0,56,1,0,26,1,54,1,0,0,0,1,0,0
0,0,19,2,0,6028.49,1,1,100,0,1,26,1,57,0,1,0,4,0,1,1
1,1,16,1,1,5944.40,0,0,76,0,1,15,1,65,0,0,0,3,2,0,1
0,0,15,0,0,4585.31,1,1,98,1,0,16,0,58,1,1,0,1,1,1,0
1,2,9,0,0,3740.58,1,1,65,0,0,24,0,58,1,0,1,0,3,0,0
0,1,24,2,1,7882.79,1,0,59,1,0,20,1,63,1,1,0,3,3,0,0
0,2,5,2,2,3245.14,1,1,55,1,0,15,1,56,0,1,1,2,3,1,0
1,0,5,0,0,8929.72,0,0,69,0,1,8,1,53,1,0,0,3,0,1,1
0,2,11,1,1,7572.15,0,0,67,0,0,30,1,51,0,0,0,3,2,0,1
0,2,21,2,1,5133.40,0,1,98,1,0,24,1,61,0,1,1,0,1,0,1
0,1,26,0,1,5382.14,1,1,72,1,0,8,0,65,0,0,1,1,2,1,1
1,1,7,1,2,5369.70,1,1,53,1,1,22,0,68,1,0,1,4,2,1,0
1,2,12,1,2,3245.14,0,0,88,0,0,15,1,65,0,1,1,4,3,0,0
0,1,20,2,1,2603.22,0,0,78,0,0,7,0,56,1,1,1,1,0,0,0
0,1,28,0,0,7239.58,1,1,53,0,0,24,0,60,0,1,0,1,0,1,0
0,0,30,2,0,3097.80,0,1,58,1,1,29,0,54,0,0,0,2,3,1,0
0,1,30,0,2,4746.03,1,0,78,1,1,28,1,63,0,0,1,4,2,1,0
0,2,9,1,0,7572.15,0,0,88,0,1,16,1,63,1,1,1,3,1,1,0
1,0,15,0,2,4105.58,0,1,87,1,1,21,0,65,0,0,0,4,3,1,1
1,1,13,2,1,5471.24,1,0,60,0,0,21,0,53,0,0,1,1,1,1,0
1,0,27,2,2,3393.38,1,1,82,1,1,8,0,49,1,1,1,4,3,1,1
0,1,17,2,0,2911.35,0,1,63,1,1,27,1,58,1,1,1,4,1,1,0
0,0,23,0,2,3348.19,0,1,65,1,0,10,0,53,0,0,0,2,3,1,1
1,2,11,2,2,8929.72,0,0,65,0,1,29,1,64,1,1,1,2,3,0,0
0,1,3,0,1,7220.00,1,1,63,1,0,27,0,69,1,0,0,0,0,0,0
0,1,4,0,2,4206.01,0,0,68,1,1,5,1,55,1,0,1,4,2,0,1
0,2,23,0,0,4105.58,0,0,55,1,0,13,0,66,0,1,1,2,2,1,1
1,1,5,1,2,9999.00,1,1,59,1,0,18,0,65,1,1,1,3,3,1,1
0,0,13,1,1,9903.33,1,1,72,0,0,7,0,54,1,0,1,1,2,0,1
1,0,9,1,0,3493.20,0,1,84,1,0,15,0,49,1,0,0,1,1,0,1
1,1,8,0,1,5042.79,0,1,79,1,0,8,0,52,0,0,1,4,3,0,0
1,1,10,2,2,5885.69,0,1,50,1,0,19,1,50,0,1,0,2,2,0,1
0,0,8,0,1,7927.52,1,0,89,1,1,14,0,49,0,1,0,4,3,0,0
1,2,12,0,0,5041.89,0,0,85,0,1,17,1,57,1,0,1,1,2,1,1
1,0,29,0,2,4066.72,1,1,50,0,0,12,1,67,0,1,0,2,2,0,0
1,1,29,2,2,8929.72,0,0,69,0,0,19,0,50,1,1,0,3,3,0,1
0,0,27,2,2,4086.27,0,0,80,1,0,17,1,56,0,1,0,2,1,0,0
1,2,27,1,0,23101.65,1,1,75,1,1,8,0,52,0,0,1,2,1,0,1
1,1,22,2,0,8929.72,1,1,81,0,0,19,1,52,1,1,0,0,2,1,1
1,0,17,0,0,23519.31,1,1,72,1,0,8,0,61,0,0,1,1,0,0,1
0,1,12,0,0,5041.89,1,1,74,1,0,30,0,66,1,1,1,4,3,1,1
1,1,3,1,0,5548.80,1,1,89,1,1,14,1,64,0,0,1,3,2,1,0
1,0,17,0,0,7572.15,1,1,92,0,1,30,1,58,0,0,1,4,3,0,1
0,2,27,1,0,7572.15,0,0,52,0,0,10,0,59,1,0,0,3,3,1,1
0,2,19,0,1,3132.60,0,1,65,1,1,14,0,69,0,1,1,0,1,0,0
0,2,18,1,0,4066.72,1,0,52,1,0,9,0,59,0,1,0,0,3,0,1
0,2,29,2,1,5885.69,1,1,67,0,1,17,1,59,1,0,0,1,2,0,1
0,2,7,2,2,18072.00,1,1,67,1,1,18,1,55,1,1,0,2,0,1,1
0,0,17,2,2,4456.16,0,0,62,0,1,16,0,50,1,0,0,4,1,0,0
0,1,22,2,0,5885.69,0,0,53,1,0,30,0,51,0,0,0,4,2,1,0
0,1,17,1,2,5195.97,0,1,56,0,0,27,1,66,0,0,1,1,3,1,1
0,0,29,0,0,7572.15,0,1,64,0,0,14,0,59,0,1,0,3,0,1,0
0,0,20,1,2,4213.20,1,0,52,0,1,16,0,62,0,0,0,3,1,0,0
1,2,22,0,2,12386.54,1,0,71,1,0,9,1,57,1,1,1,0,3,0,1
1,2,14,0,0,4047.81,0,0,82,0,0,7,1,50,0,0,0,0,1,0,1
1,0,14,1,1,9662.82,1,1,95,1,0,21,1,57,0,1,0,0,1,0,1
1,0,3,2,2,5453.25,1,0,98,1,1,21,1,57,1,0,0,1,0,1,0
1,2,2,1,2,8929.72,1,1,88,1,1,28,0,55,0,0,1,0,2,0,0
0,2,9,1,0,8929.72,1,1,58,1,0,24,0,66,1,1,1,2,1,1,0
0,1,19,0,0,4066.72,1,1,96,1,1,10,1,61,1,1,0,1,2,1,0
0,2,8,2,2,4105.58,1,1,92,1,1,29,0,54,1,1,1,1,3,1,1
1,0,16,0,1,3308.10,0,0,52,3,0,24,1,49,1,1,0,4,1,0,1
0,1,17,2,2,3308.10,0,0,59,1,0,25,0,59,1,1,0,4,1,0,1
0,2,25,1,0,5421.26,0,0,53,1,1,18,1,64,1,0,0,3,3,0,1
0,1,7,1,2,6625.67,1,1,61,0,0,8,1,55,0,0,0,2,2,1,1
0,1,9,0,1,11698.76,0,0,51,1,1,17,0,58,0,0,1,0,1,1,0
1,2,4,0,1,17769.62,0,0,59,0,0,26,1,64,0,1,0,2,0,1,0
1,1,28,2,0,3393.38,0,0,76,0,0,9,0,63,0,1,1,1,3,0,0
1,0,1,0,2,3348.19,0,0,81,1,1,14,1,69,1,1,0,1,0,0,0
1,2,30,2,2,2643.45,1,0,96,1,1,7,0,68,0,0,0,1,1,0,1
1,0,14,2,0,3625.84,0,0,72,1,1,7,0,50,1,0,0,2,1,1,0
1,0,2,0,2,2609.28,1,0,59,0,1,11,0,67,1,1,0,3,2,1,1
1,1,19,0,0,12386.54,1,0,78,1,0,7,0,50,1,0,0,4,1,0,0
1,0,3,0,2,11218.80,1,0,95,1,0,29,1,60,0,1,0,3,2,0,1
0,0,15,2,1,8929.72,1,0,64,1,0,11,1,68,0,0,0,1,3,1,0
1,1,3,1,0,14599.50,1,0,96,1,1,29,1,66,1,1,0,3,1,0,0
1,2,21,0,2,5453.25,1,1,54,1,0,14,1,68,1,1,1,2,1,1,1
1,0,20,2,1,5041.89,0,0,96,1,1,13,1,51,0,1,1,2,2,1,1
1,1,23,0,2,5041.89,0,1,77,0,0,5,0,57,0,1,0,4,1,1,1
1,1,3,0,1,5609.64,1,0,85,0,0,19,1,69,1,0,1,2,1,1,1
0,1,30,2,0,9903.33,0,0,80,1,1,8,0,60,0,0,0,0,3,1,1
1,1,15,2,0,9999.00,1,0,96,0,1,12,1,61,0,1,0,1,0,0,0
1,2,13,0,2,3588.90,0,0,94,1,1,24,0,53,1,0,0,0,3,1,0
0,2,2,2,0,5301.57,1,0,85,1,1,14,1,49,0,0,1,4,2,0,0
0,1,25,1,0,8744.70,0,1,50,1,1,29,1,51,1,1,1,3,3,1,1
0,2,29,1,2,7170.00,0,1,65,1,1,6,0,56,1,0,1,2,3,0,1
0,0,20,1,2,4324.58,0,1,50,0,0,10,1,56,0,0,0,1,3,1,1
0,0,8,2,2,7882.79,1,0,71,1,0,29,0,65,1,1,0,3,0,0,0
0,1,14,1,2,19658.40,0,1,65,1,0,16,0,55,0,0,1,4,3,1,1
1,0,22,2,0,7572.15,1,0,87,0,0,29,0,58,0,1,1,4,2,0,1
1,1,6,0,2,4071.30,1,0,86,1,1,18,1,69,0,0,1,1,3,1,1
1,1,7,0,1,4018.40,1,0,96,1,0,19,0,49,1,1,0,0,0,0,1
1,1,19,2,2,2824.00,0,0,51,1,0,7,0,67,0,0,0,4,3,1,1
0,2,16,2,2,5083.94,1,0,68,1,1,14,1,62,1,1,1,1,2,1,1
1,0,8,0,2,4388.60,1,0,92,1,1,20,1,51,1,0,1,4,0,1,1
1,0,26,1,2,4023.03,0,0,70,1,0,18,1,63,1,1,1,4,1,1,1
0,0,6,1,1,7572.15,1,0,93,1,0,20,1,58,0,0,1,1,0,1,0
0,2,17,2,1,2446.58,1,0,77,0,0,26,1,55,1,1,0,4,0,1,0
0,0,24,2,0,4050.70,1,1,94,0,0,18,1,49,0,0,0,2,0,0,0
0,0,19,2,2,5885.69,0,0,89,0,1,5,1,69,0,1,0,2,0,0,1
0,0,25,1,1,5083.94,0,1,68,2,0,9,0,55,0,0,1,0,1,1,1
0,1,9,2,2,4086.27,0,0,88,1,0,10,0,62,1,0,0,3,1,1,0
0,0,11,2,0,4822.02,0,1,61,1,0,8,0,51,0,0,1,0,1,1,0
1,1,4,1,0,11475.00,0,0,97,0,1,16,0,49,0,1,1,3,3,0,0
0,0,10,0,2,9903.33,1,0,87,0,1,10,0,67,0,0,0,3,0,0,0
1,0,24,0,1,5885.69,0,1,64,0,1,17,1,51,0,1,1,0,1,1,0
1,0,26,2,2,6251.69,0,1,67,1,1,29,0,50,1,1,1,1,1,0,1
1,0,21,0,1,5041.89,1,0,80,1,1,29,1,58,1,0,0,1,2,0,0
0,0,14,0,2,5195.97,1,1,84,1,1,24,1,53,0,0,0,0,3,1,0
1,1,6,1,2,17769.62,1,0,60,1,1,10,0,69,0,0,0,0,2,0,0
1,1,25,1,0,3132.60,1,0,65,0,0,9,0,55,0,1,1,0,2,0,0
0,1,4,0,1,6251.69,0,0,96,0,0,16,0,49,1,1,1,3,1,0,0
0,1,20,1,1,4018.40,0,1,66,1,0,10,1,69,1,1,1,0,0,0,0
1,0,21,0,0,4456.16,1,1,95,1,0,25,1,69,0,1,0,3,0,0,1
1,1,14,1,1,7572.15,1,1,85,1,1,8,1,62,1,1,0,0,3,1,0
1,0,29,2,0,4942.32,0,1,93,2,0,27,0,58,1,0,0,4,1,1,1
1,2,18,0,0,15548.83,1,0,70,1,1,21,0,65,0,0,1,1,0,0,1
0,2,5,2,0,5453.25,1,0,81,0,1,9,0,67,0,0,0,4,2,0,0
0,0,3,1,0,7097.65,0,0,66,1,0,20,1,63,0,1,0,2,2,1,0
0,1,26,2,1,6251.69,0,1,86,1,1,27,1,65,0,1,1,1,2,0,0
0,0,10,0,0,9662.83,0,0,76,1,0,29,0,66,1,1,0,3,1,0,1
0,2,13,0,1,9903.33,1,1,80,1,1,17,1,62,1,1,0,4,2,0,0
1,1,28,0,0,7097.65,1,1,72,2,0,22,1,55,0,0,0,1,3,1,1
1,2,21,0,0,7999.38,1,1,54,1,0,24,0,64,1,0,1,2,1,1,1
0,0,20,1,2,4105.58,0,0,96,1,0,26,1,49,0,1,1,0,0,0,0
1,0,11,2,2,3276.94,0,0,52,0,0,24,1,58,1,1,1,3,0,1,1
1,2,3,2,0,2401.20,0,0,71,1,1,25,1,53,0,0,0,3,0,1,1
0,2,11,2,1,2401.20,1,1,66,0,0,14,0,53,0,1,1,2,1,1,0
0,0,16,0,0,4206.01,1,0,69,1,1,16,1,67,0,1,1,0,2,0,1
0,2,24,0,0,4780.17,0,1,65,0,0,21,1,67,1,1,1,1,0,0,0
1,0,26,2,0,2714.00,0,1,69,1,1,26,0,55,1,1,1,2,0,0,1
1,1,19,0,2,30296.91,0,0,68,0,1,12,0,63,1,1,0,2,2,0,0
1,2,21,1,2,11475.00,1,1,50,0,1,17,0,59,1,0,1,2,1,0,0
1,2,6,0,2,35401.50,1,1,61,1,1,14,1,67,0,0,1,4,2,0,0
0,2,15,0,2,3795.04,1,0,51,1,1,22,0,61,0,0,1,1,2,1,0
0,2,17,2,2,17769.62,0,0,68,1,1,5,0,53,0,1,0,2,0,1,0
0,1,18,0,2,9999.00,1,1,92,1,1,7,1,54,1,1,1,1,2,0,0
0,2,9,1,2,5652.52,1,1,70,0,1,13,0,61,1,0,1,2,1,0,0
1,2,2,0,2,6625.67,1,0,83,1,1,27,0,69,1,1,0,0,3,1,0
0,2,12,0,0,8039.00,0,1,79,1,1,12,1,52,0,0,1,2,3,0,1
0,2,21,1,0,5421.26,0,1,97,1,1,8,1,58,1,1,0,4,2,0,0
1,1,6,2,1,20490.41,1,0,85,1,1,13,1,49,0,1,0,1,1,0,1
1,2,19,2,1,12490.51,0,1,90,1,0,12,1,59,1,0,1,0,0,0,1
1,2,5,2,2,40205.44,1,1,72,1,1,7,0,59,0,0,0,2,0,0,1
1,2,2,2,0,6625.67,0,0,99,0,1,25,1,65,1,1,0,4,3,1,1
0,0,29,2,0,7907.76,0,1,76,0,0,26,1,63,1,0,0,1,1,0,0
0,2,20,2,1,5885.69,0,1,74,0,1,6,0,55,1,0,1,1,0,1,0
1,0,16,2,1,17728.95,0,1,81,0,0,24,0,62,1,0,1,4,0,1,0
0,2,21,1,1,4040.03,1,0,86,0,0,29,1,53,0,1,1,1,0,0,0
1,2,1,1,2,3128.10,1,0,72,1,1,27,1,66,0,1,0,1,0,1,0
0,1,12,1,1,13348.50,1,1,93,1,1,29,0,55,1,0,1,0,0,0,1
1,2,5,2,0,9903.33,1,0,80,0,1,20,1,60,0,0,0,4,3,0,1
0,2,19,2,0,17769.62,1,0,69,3,0,7,1,51,0,1,0,0,3,0,0
1,1,20,2,1,8700.72,0,0,76,1,1,12,0,59,0,0,0,4,3,1,0
0,2,1,0,2,35401.50,0,1,91,1,1,28,0,64,1,0,1,4,1,0,1
0,1,13,1,0,4023.03,0,0,94,0,0,24,0,52,1,1,0,4,0,1,0
1,1,2,0,0,17769.62,0,0,75,3,0,7,0,53,0,0,0,0,1,1,1
1,2,15,0,1,7882.79,1,0,71,0,0,18,1,56,0,0,0,1,1,0,0
0,0,21,0,1,8929.72,0,0,73,1,1,17,0,63,1,1,0,1,1,1,1
0,2,16,1,1,8929.72,1,1,70,2,0,13,0,62,1,1,1,3,0,0,1
0,2,21,2,1,8929.72,1,1,81,3,0,19,0,54,1,0,0,3,3,0,0
1,1,11,1,0,4145.14,1,0,66,1,0,13,1,58,1,0,1,1,1,0,0
1,2,7,0,1,8908.00,0,0,51,1,0,22,0,66,0,0,1,4,2,1,1
1,0,18,0,1,10303.53,1,0,72,3,1,12,0,61,0,0,0,1,1,1,0
0,0,8,2,2,11440.13,0,1,87,1,1,14,0,65,1,1,1,0,2,0,0
0,1,9,1,1,10649.38,1,0,62,1,1,14,1,63,1,1,1,0,3,1,1
0,2,7,0,2,8192.64,1,1,64,0,0,14,1,57,1,1,1,2,3,0,0
0,1,12,2,1,10424.35,1,0,76,3,0,23,0,52,0,0,1,2,1,0,0
0,1,6,1,0,5421.26,0,0,61,0,1,28,0,63,0,0,0,0,2,1,1
1,0,7,0,0,4105.58,0,0,90,0,0,12,0,65,0,1,1,4,0,1,0
1,0,7,1,0,4023.03,1,0,81,0,1,14,1,62,0,1,0,3,3,1,0
0,2,28,0,2,4023.03,0,0,87,1,0,18,1,68,1,0,1,4,2,0,0
1,0,30,2,0,17769.62,0,1,95,1,1,24,0,55,1,0,0,0,1,1,1
0,0,26,0,0,4018.40,1,0,74,1,1,9,1,54,1,1,1,0,0,1,0
0,2,2,1,2,12386.54,1,0,99,0,0,11,1,59,1,0,1,2,1,0,1
0,1,28,2,0,4206.01,1,1,82,1,1,24,1,66,0,1,1,4,3,1,0
0,0,21,1,1,4324.58,0,0,94,1,1,16,0,56,1,1,1,1,1,1,0
0,2,8,2,2,35401.50,1,0,91,3,0,29,1,54,1,1,1,3,0,1,0
0,1,7,1,0,3213.96,1,1,73,0,1,24,0,53,1,0,1,3,3,1,1
1,1,28,1,2,12386.54,0,0,84,3,0,15,0,50,1,1,1,0,2,0,1
1,1,14,2,2,5195.97,0,1,80,1,0,11,1,65,0,0,1,4,0,0,1
1,2,30,2,2,7572.15,1,1,91,1,1,10,0,67,1,1,0,3,0,0,0
1,1,22,0,1,4780.17,1,0,55,1,1,29,1,68,0,0,1,4,0,0,1
1,2,27,0,2,9662.83,0,0,54,0,1,29,0,61,0,0,1,3,0,1,0
1,0,5,0,0,4023.03,0,0,73,1,0,6,1,50,1,0,1,1,3,1,1
1,2,8,2,1,9662.83,0,0,94,1,0,8,0,67,0,1,0,2,0,0,0
0,2,20,0,1,6251.69,1,0,55,0,0,6,0,61,0,1,0,2,2,1,1
0,0,10,1,1,4059.66,0,0,68,1,1,12,1,68,0,1,1,1,3,1,1
1,1,27,1,0,4086.27,1,0,81,1,0,9,0,50,0,0,1,2,1,1,0
1,0,20,0,2,3393.38,0,1,97,0,0,14,1,69,1,1,0,2,1,0,1
1,0,30,1,0,6625.67,1,0,96,0,1,10,0,61,1,0,1,3,3,0,1
1,1,20,0,1,4821.72,0,0,99,0,1,22,1,67,0,0,0,4,0,0,1
0,0,30,0,2,4018.40,1,0,83,0,1,21,1,63,1,1,1,2,0,1,1
1,2,18,0,1,7170.00,1,1,61,1,1,7,1,66,0,1,0,4,0,1,1
0,0,27,2,2,3245.14,1,1,66,1,1,18,1,69,1,0,0,0,0,0,0
1,1,10,1,0,6625.67,0,0,74,1,1,7,0,69,1,0,0,4,2,0,0
0,2,1,2,0,17769.62,1,0,52,3,0,9,1,61,0,1,0,0,2,0,1
1,1,2,2,0,17769.62,1,0,80,3,0,7,0,59,0,0,1,2,0,1,1
0,0,8,2,1,4324.58,0,1,51,0,1,16,1,57,1,0,0,3,1,0,0
1,2,23,1,0,7882.79,1,0,91,0,1,12,1,53,0,0,0,3,0,1,1
1,1,23,0,0,6875.92,0,0,90,1,0,21,1,51,0,1,0,0,3,0,0
0,0,20,2,1,8929.72,0,1,52,0,0,9,0,57,1,0,0,1,2,1,0
0,1,7,2,1,9903.33,0,0,70,0,0,21,1,53,1,1,0,3,0,0,0
1,0,12,2,2,9903.33,1,0,54,1,0,15,1,58,1,1,1,2,2,0,0
1,2,23,1,1,4181.06,0,0,74,1,0,18,0,63,1,0,1,2,3,1,1
1,1,3,0,0,6625.67,1,0,83,0,1,21,1,51,0,0,1,0,3,0,1
1,0,7,1,0,5453.25,1,1,65,0,0,21,1,67,1,0,1,3,0,0,1
0,0,28,0,2,8192.64,1,0,71,1,1,25,1,65,1,1,1,1,2,1,1
1,0,30,0,1,9999.00,1,1,98,0,0,13,0,59,1,1,0,1,0,1,1
0,0,16,2,0,3878.75,0,0,66,0,1,6,0,58,0,1,1,1,1,0,0
0,2,2,0,2,8355.23,0,0,70,1,1,5,1,67,0,0,0,1,0,1,1
0,0,23,1,1,7572.15,0,1,73,1,1,14,0,59,0,0,0,1,3,1,0
1,0,29,0,1,5609.64,1,1,69,0,1,16,0,60,0,1,0,4,3,0,1
